application_id,discipline,papers_5y,citations_5y,h_index,research_years,prior_grants,institution_tier,overseas_experience,age_group,novelty_score,feasibility_score,frontier_score,methodology_score,expected_impact,budget_reasonableness,project_risk,data_availability,ethics_compliance,team_size,interdisciplinarity,collaboration_strength,platform_support,true_funding_probability,funded
APP-0797,生命科学,13,303,29,30,4,省部级重点单位,短期交流,资深,52.87,81.14,39.16,80.86,72.12,73.12,90.62,89.26,82.02,7,38.66,57.62,69.04,0.02831,0
APP-0798,生命科学,9,956,7,4,2,普通高校/机构,短期交流,青年,74.7,60.53,93.46,74.44,55.38,84.58,71.19,70.17,80.14,4,52.9,54.94,52.08,0.13785,0
APP-0799,管理科学,8,149,7,4,0,普通高校/机构,无,青年,87.39,54.36,90.22,97.29,66.54,74.19,80.96,87.11,69.09,8,50.52,31.03,83.25,0.27783,0
APP-0800,管理科学,4,115,11,6,0,省部级重点单位,无,青年,90.48,70.41,54.42,76.02,79.31,83.72,46.86,82.07,80.73,4,31.99,60.22,82.08,0.37883,0
APP-0801,管理科学,6,47,8,8,3,双一流/国家级平台,无,中青年,57.84,65.32,54.52,50.2,84.05,84.92,64.16,75.89,75.56,7,72.76,70.69,63.98,0.0964,0
APP-0802,信息科学,6,79,12,12,2,省部级重点单位,无,中青年,82.23,48.75,70.4,82.71,77.08,90.63,52.97,46.89,72.78,9,64.42,66.17,59.61,0.24761,0
APP-0803,交叉学科,10,283,10,6,1,省部级重点单位,无,中青年,73.1,50.67,54.72,91.07,73.23,76.24,83.96,86.4,71.93,5,43.18,74.47,93.96,0.04634,0
APP-0804,工程技术,5,97,10,2,0,省部级重点单位,无,青年,40.85,74.71,65.97,45.96,63.73,77.31,74.26,75.67,83.92,2,58.96,75.34,91.32,0.01144,0
APP-0805,生命科学,1,72,7,1,0,普通高校/机构,无,青年,67.68,60.82,57.3,77.31,56.9,73.56,68.39,80.54,74.8,5,36.71,100.0,38.25,0.03499,0
APP-0806,生命科学,15,395,21,17,1,普通高校/机构,无,中青年,66.23,77.14,61.99,80.18,74.62,70.9,66.36,74.7,81.93,7,44.95,41.68,84.3,0.36561,0
APP-0807,管理科学,8,74,21,22,1,省部级重点单位,短期交流,资深,87.74,72.05,46.93,66.23,49.19,55.14,57.95,77.29,64.31,8,69.75,66.22,93.3,0.07262,0
APP-0808,生命科学,6,267,12,4,1,普通高校/机构,短期交流,青年,60.68,84.67,80.4,37.51,67.91,88.06,59.74,89.51,87.03,10,65.42,68.24,75.16,0.12452,0
APP-0809,工程技术,5,54,1,2,0,省部级重点单位,长期经历,青年,79.32,58.35,86.06,65.15,48.79,69.39,80.83,62.89,84.41,6,45.74,56.24,56.06,0.03395,0
APP-0810,交叉学科,6,84,12,2,0,双一流/国家级平台,短期交流,青年,70.61,73.26,66.5,61.45,65.34,68.71,59.33,77.01,79.69,6,62.23,50.62,58.12,0.11657,0
APP-0811,生命科学,12,286,17,7,1,双一流/国家级平台,无,中青年,53.2,78.94,67.46,88.89,49.14,67.5,33.19,58.34,83.62,6,54.51,70.98,93.08,0.10323,0
APP-0812,生命科学,6,382,10,6,0,普通高校/机构,无,青年,64.82,61.23,77.44,67.85,59.59,57.92,75.1,78.65,91.34,7,36.05,69.25,78.2,0.25041,0
APP-0813,交叉学科,3,44,10,5,0,普通高校/机构,无,青年,91.91,85.78,68.03,63.64,55.18,72.97,52.74,73.77,67.51,8,52.66,43.04,73.3,0.21166,1
APP-0814,工程技术,11,251,17,16,3,普通高校/机构,无,中青年,69.75,46.67,93.94,61.38,53.26,80.2,49.41,60.54,82.67,4,64.64,29.64,100.0,0.46349,0
APP-0815,生命科学,2,73,4,1,0,普通高校/机构,无,青年,83.78,58.34,48.25,73.23,64.6,65.54,46.62,71.4,68.95,8,62.12,53.15,46.87,0.03427,0
APP-0816,交叉学科,13,405,16,17,2,普通高校/机构,无,中青年,83.06,46.15,80.91,69.74,27.22,86.45,11.82,61.47,82.88,7,22.15,49.88,62.46,0.05702,0
APP-0817,交叉学科,4,220,7,4,0,普通高校/机构,无,青年,66.17,59.7,66.29,58.73,37.16,69.58,53.51,64.33,79.41,6,59.32,72.85,67.23,0.02887,0
APP-0818,工程技术,11,175,25,25,3,省部级重点单位,无,资深,55.32,67.84,51.18,72.43,78.86,55.61,93.46,75.32,81.75,2,56.51,45.37,60.4,0.00414,0
APP-0819,工程技术,6,266,11,7,0,省部级重点单位,短期交流,中青年,57.03,81.64,100.0,61.76,68.36,90.48,56.4,74.03,90.48,10,18.03,58.8,32.71,0.07695,0
APP-0820,信息科学,6,328,12,2,0,双一流/国家级平台,短期交流,青年,90.87,67.83,100.0,35.3,54.43,76.38,99.36,41.19,90.19,7,39.84,31.28,81.07,0.00871,0
APP-0821,生命科学,5,383,7,3,1,普通高校/机构,短期交流,青年,73.97,61.66,64.88,77.68,81.58,84.36,46.94,75.56,92.87,3,65.83,34.07,51.23,0.1854,0
APP-0822,工程技术,12,341,10,13,1,普通高校/机构,短期交流,中青年,49.46,48.31,74.67,76.45,55.77,84.64,54.43,65.45,78.04,4,83.7,48.15,50.92,0.11668,0
APP-0823,信息科学,15,332,24,18,1,普通高校/机构,无,资深,82.84,53.0,60.93,71.6,56.72,62.65,63.52,63.79,89.03,7,23.19,57.49,57.9,0.04942,0
APP-0824,工程技术,12,181,6,6,1,普通高校/机构,无,青年,48.77,74.34,63.35,63.25,53.47,67.74,51.21,53.09,87.07,7,75.59,47.24,60.09,0.01633,0
APP-0825,交叉学科,8,67,6,4,0,普通高校/机构,短期交流,青年,61.26,82.34,51.01,68.06,96.51,86.41,57.4,69.32,78.29,6,18.39,64.57,61.93,0.06779,0
APP-0826,生命科学,8,145,9,4,0,双一流/国家级平台,无,青年,73.06,64.13,48.8,79.65,69.76,96.02,80.21,62.15,83.17,5,83.95,31.38,80.38,0.02239,0
APP-0827,工程技术,12,265,15,11,1,普通高校/机构,无,中青年,100.0,86.95,95.66,60.79,69.13,74.76,42.66,89.1,80.68,6,51.23,58.13,83.87,0.92494,1
APP-0828,信息科学,19,346,25,32,2,普通高校/机构,无,资深,82.61,56.7,67.42,80.18,73.46,66.47,58.82,43.76,95.95,7,41.71,58.34,59.59,0.04836,0
APP-0829,交叉学科,7,230,7,6,1,省部级重点单位,长期经历,中青年,65.73,64.53,68.76,49.83,36.36,94.19,62.31,55.54,90.1,5,63.09,35.94,53.83,0.01377,0
APP-0830,信息科学,4,40,3,4,2,省部级重点单位,短期交流,青年,72.37,65.71,55.84,71.19,56.5,66.48,75.6,54.53,78.64,5,36.75,66.11,61.82,0.0557,0
APP-0831,工程技术,5,107,11,6,0,省部级重点单位,无,中青年,83.96,91.41,70.85,69.33,73.28,77.95,13.61,73.88,77.95,6,66.32,22.96,48.81,0.73882,0
APP-0832,工程技术,8,636,16,11,2,普通高校/机构,短期交流,中青年,90.48,71.87,45.44,82.03,65.93,68.87,37.22,87.6,91.58,2,53.52,49.67,63.52,0.45659,0
APP-0833,信息科学,9,367,2,1,0,双一流/国家级平台,无,青年,68.78,44.82,56.39,57.05,100.0,77.23,50.81,77.55,95.4,4,0.0,76.17,47.92,0.02524,0
APP-0834,工程技术,4,152,10,4,1,普通高校/机构,无,青年,69.16,83.32,50.0,58.47,57.44,62.65,72.39,53.58,85.16,12,39.79,21.95,100.0,0.01336,0
APP-0835,管理科学,5,155,10,3,0,普通高校/机构,无,青年,61.21,95.84,87.39,50.87,81.09,69.5,40.39,63.56,88.59,8,59.82,74.08,66.17,0.22639,0
APP-0836,工程技术,9,151,9,8,2,省部级重点单位,无,中青年,80.65,66.5,43.22,61.63,78.9,66.47,73.9,57.86,95.03,6,77.33,41.01,54.86,0.17676,0
APP-0837,管理科学,9,61,7,11,1,双一流/国家级平台,短期交流,中青年,85.34,57.44,50.31,72.32,68.29,81.95,96.83,77.62,80.25,6,62.63,51.37,76.0,0.06468,0
APP-0838,交叉学科,11,307,11,12,1,普通高校/机构,无,中青年,46.8,82.1,37.29,45.63,71.19,75.96,50.21,63.26,82.83,6,77.01,87.32,43.06,0.02628,0
APP-0839,信息科学,11,46,19,21,2,省部级重点单位,短期交流,资深,66.84,97.5,54.65,63.24,61.36,84.56,45.44,48.81,86.87,7,38.12,50.72,51.9,0.34167,1
APP-0840,工程技术,8,141,13,5,0,普通高校/机构,无,青年,56.23,81.88,61.11,76.94,34.43,64.09,59.44,78.77,77.71,7,70.55,91.05,71.2,0.07267,1
APP-0841,生命科学,8,174,6,1,0,普通高校/机构,短期交流,青年,73.96,47.28,82.67,67.66,71.59,71.5,53.6,88.95,98.99,6,70.89,56.51,66.3,0.08378,0
APP-0842,管理科学,8,130,4,3,1,普通高校/机构,短期交流,青年,55.91,80.57,64.67,69.98,72.85,81.5,55.1,67.32,77.62,9,23.38,60.48,81.83,0.25732,0
APP-0843,工程技术,15,1231,26,28,4,省部级重点单位,短期交流,资深,54.84,75.66,61.84,49.42,75.37,84.3,46.38,71.81,82.61,4,77.99,77.16,17.6,0.06584,0
APP-0844,信息科学,10,687,10,12,6,普通高校/机构,短期交流,中青年,86.61,56.64,72.5,67.7,67.01,56.65,64.7,47.41,100.0,6,62.55,71.79,77.91,0.25888,1
APP-0845,生命科学,6,270,10,5,1,省部级重点单位,长期经历,青年,69.85,88.04,61.36,69.37,81.53,77.81,29.91,39.11,63.38,12,50.37,64.77,54.76,0.38611,0
APP-0846,交叉学科,13,145,7,5,0,普通高校/机构,无,青年,71.22,76.14,100.0,66.87,52.14,64.24,62.27,42.26,84.16,5,50.03,53.66,44.11,0.10064,0
APP-0847,信息科学,11,795,9,8,1,双一流/国家级平台,短期交流,中青年,77.61,88.41,59.13,70.99,89.49,84.91,29.2,69.33,75.39,10,35.24,34.08,34.71,0.45408,1
APP-0848,管理科学,14,422,16,13,2,双一流/国家级平台,短期交流,中青年,84.62,55.14,74.21,64.98,50.19,96.33,38.58,65.38,82.0,5,68.62,34.96,54.55,0.09417,0
APP-0849,生命科学,17,182,23,16,2,普通高校/机构,无,中青年,66.56,75.58,80.4,63.07,64.27,42.66,26.04,78.19,69.94,5,62.04,85.64,91.03,0.53401,0
APP-0850,交叉学科,9,196,13,1,0,普通高校/机构,无,青年,66.85,57.47,58.7,55.48,76.89,66.13,43.48,67.04,78.29,7,67.66,92.59,80.47,0.05838,0
APP-0851,生命科学,7,291,13,16,3,普通高校/机构,无,资深,66.9,73.47,70.48,81.67,57.76,77.17,50.52,84.82,82.25,4,57.58,64.33,91.78,0.35768,0
APP-0852,生命科学,10,142,8,6,1,双一流/国家级平台,无,中青年,86.06,90.68,60.49,53.05,77.98,73.95,43.52,83.08,84.38,6,60.12,30.07,62.06,0.35858,1
APP-0853,交叉学科,4,112,13,10,1,普通高校/机构,无,中青年,71.11,50.03,72.11,71.05,60.52,85.28,44.67,65.16,90.96,4,50.08,48.1,65.82,0.04393,0
APP-0854,交叉学科,7,192,13,7,1,省部级重点单位,无,中青年,68.22,50.83,69.51,92.57,67.89,74.95,53.23,54.95,58.76,5,77.54,47.21,37.15,0.10336,0
APP-0855,生命科学,16,155,20,29,3,普通高校/机构,短期交流,资深,77.08,83.38,65.9,83.32,63.1,67.64,18.61,41.26,80.74,4,68.13,52.0,37.15,0.21888,1
APP-0856,工程技术,15,252,23,23,3,省部级重点单位,无,资深,95.81,69.8,50.67,75.62,56.77,61.76,36.28,91.5,80.25,3,59.46,46.08,61.51,0.22991,0
APP-0857,管理科学,19,191,17,17,2,省部级重点单位,短期交流,中青年,72.97,86.4,95.96,72.25,100.0,59.74,86.09,55.86,81.36,3,53.31,71.37,40.6,0.59018,0
APP-0858,交叉学科,16,559,13,17,1,省部级重点单位,无,中青年,68.5,58.7,76.8,67.34,52.56,65.09,35.83,47.55,82.32,3,20.64,66.45,49.43,0.02922,0
APP-0859,信息科学,11,126,7,7,1,双一流/国家级平台,短期交流,青年,97.26,70.72,44.17,57.28,29.42,67.22,59.17,71.95,73.7,5,16.31,90.44,64.74,0.05638,0
APP-0860,工程技术,15,363,24,28,6,普通高校/机构,无,资深,89.29,79.63,61.69,65.7,53.14,78.61,46.16,47.69,66.53,7,48.63,55.0,85.63,0.29023,1
APP-0861,管理科学,14,114,14,11,2,双一流/国家级平台,无,中青年,87.4,72.94,44.46,76.47,68.1,72.12,66.74,71.93,84.17,10,81.37,65.6,64.17,0.14826,1
APP-0862,管理科学,8,83,10,3,0,普通高校/机构,无,青年,65.49,44.96,79.43,74.07,59.97,66.19,34.05,64.96,72.06,3,41.9,75.34,40.87,0.01488,0
APP-0863,管理科学,7,72,10,5,0,省部级重点单位,短期交流,青年,64.2,100.0,67.67,79.25,82.3,61.89,11.96,83.86,86.03,4,42.69,80.39,33.03,0.55574,1
APP-0864,工程技术,9,159,26,26,3,双一流/国家级平台,无,资深,48.16,72.97,68.06,84.86,81.71,65.57,41.18,82.55,72.63,7,36.55,39.77,66.04,0.10564,0
APP-0865,生命科学,11,256,27,30,0,省部级重点单位,长期经历,资深,84.54,51.23,55.36,66.94,60.91,67.23,68.4,86.55,88.93,4,30.19,69.29,53.31,0.00731,0
APP-0866,交叉学科,13,335,15,16,3,省部级重点单位,无,资深,73.0,74.4,63.27,71.49,39.08,65.02,63.57,73.09,81.46,8,37.72,64.64,65.97,0.11787,1
APP-0867,交叉学科,14,89,13,10,0,普通高校/机构,无,中青年,48.59,76.01,79.81,44.31,45.47,82.08,52.86,57.12,82.15,10,61.57,67.45,60.53,0.06517,0
APP-0868,管理科学,7,140,14,10,0,普通高校/机构,无,中青年,87.62,83.91,83.84,98.33,65.48,90.42,43.73,54.45,79.54,10,46.16,63.07,62.8,0.79748,1
APP-0869,生命科学,6,85,22,20,1,普通高校/机构,短期交流,资深,67.61,82.98,80.7,63.62,40.97,59.89,68.41,62.04,77.93,4,45.26,92.83,84.43,0.12107,0
APP-0870,生命科学,5,170,8,5,1,省部级重点单位,无,青年,69.22,67.01,44.72,77.47,60.12,87.43,35.56,99.91,79.67,3,43.47,45.96,81.91,0.33437,1
APP-0871,管理科学,6,116,6,5,1,省部级重点单位,无,青年,52.33,45.89,65.21,63.61,88.74,82.32,36.79,66.26,93.82,10,60.74,44.9,70.27,0.12084,0
APP-0872,生命科学,17,319,22,21,2,普通高校/机构,无,资深,78.4,76.46,71.8,63.31,71.49,76.16,30.4,72.42,66.66,8,63.81,47.22,48.78,0.24076,1
APP-0873,交叉学科,7,96,7,1,0,普通高校/机构,无,青年,78.52,47.01,56.98,65.92,66.73,92.32,41.54,92.78,75.52,3,18.62,56.78,54.63,0.02662,0
APP-0874,信息科学,5,368,15,9,1,普通高校/机构,无,中青年,71.38,87.01,43.11,52.81,49.35,71.96,44.09,73.82,92.57,2,40.79,67.28,76.98,0.0465,0
APP-0875,管理科学,18,154,14,13,1,普通高校/机构,长期经历,中青年,66.56,59.74,48.7,36.76,68.91,78.82,55.87,58.77,90.2,4,54.21,53.79,86.12,0.08872,0
APP-0876,交叉学科,14,217,10,9,1,普通高校/机构,无,中青年,100.0,78.89,90.5,84.08,61.86,75.48,31.61,80.95,95.44,3,64.78,80.11,42.35,0.96821,1
APP-0877,信息科学,12,264,13,7,0,双一流/国家级平台,无,青年,56.36,60.81,50.13,76.09,69.82,74.59,40.79,63.57,81.41,8,58.55,61.94,89.97,0.1735,0
APP-0878,信息科学,11,194,9,7,0,省部级重点单位,长期经历,中青年,62.62,63.11,68.71,57.09,77.63,79.51,33.99,74.34,68.82,4,72.46,60.27,50.74,0.42642,0
APP-0879,工程技术,6,84,5,2,0,普通高校/机构,无,青年,81.21,58.79,65.65,74.87,80.37,74.56,70.06,77.68,70.92,7,27.76,38.06,75.37,0.08317,0
APP-0880,工程技术,12,76,28,27,4,省部级重点单位,无,资深,58.81,80.03,65.69,79.71,68.06,79.59,56.05,62.59,79.01,4,64.3,94.78,100.0,0.38884,0
APP-0881,信息科学,9,122,5,6,0,双一流/国家级平台,短期交流,青年,57.85,61.3,63.2,59.99,74.19,65.96,29.41,72.8,89.61,6,97.03,61.15,36.97,0.29266,0
APP-0882,工程技术,13,142,21,12,1,普通高校/机构,长期经历,中青年,86.71,80.76,79.84,74.35,57.81,66.34,68.28,94.0,79.45,6,56.95,91.47,72.59,0.75399,1
APP-0883,交叉学科,7,465,11,11,1,普通高校/机构,短期交流,中青年,79.87,61.67,68.53,82.09,84.12,65.91,48.95,60.6,78.68,2,57.77,50.8,58.66,0.12687,0
APP-0884,工程技术,7,680,13,7,1,普通高校/机构,无,青年,78.29,66.76,58.62,50.3,51.81,69.62,65.86,89.75,85.97,3,66.39,76.95,71.6,0.11924,0
APP-0885,生命科学,7,151,8,5,1,普通高校/机构,长期经历,青年,74.36,70.5,68.77,75.93,62.68,86.16,37.08,61.14,82.28,3,45.09,51.87,53.48,0.27331,0
APP-0886,信息科学,5,48,14,12,2,省部级重点单位,无,中青年,63.0,72.15,48.84,73.74,85.79,68.45,61.81,97.03,77.59,5,37.06,94.74,21.85,0.04423,0
APP-0887,信息科学,6,223,8,6,0,双一流/国家级平台,长期经历,青年,68.72,57.06,75.14,93.45,58.29,81.83,67.3,57.17,71.98,8,57.16,82.17,51.19,0.4305,1
APP-0888,生命科学,5,63,12,6,1,普通高校/机构,短期交流,青年,70.97,79.85,57.79,76.24,44.55,77.19,51.38,64.09,91.47,3,22.92,77.29,69.9,0.16608,0
APP-0889,生命科学,5,84,11,10,3,省部级重点单位,长期经历,中青年,83.0,66.2,58.65,63.66,59.43,68.7,93.66,92.62,92.48,14,63.92,48.96,86.94,0.20851,1
APP-0890,管理科学,15,199,23,26,3,普通高校/机构,无,资深,77.54,77.61,75.7,65.16,88.27,89.71,59.83,93.28,71.42,4,67.29,96.32,70.89,0.71421,1
APP-0891,信息科学,14,204,18,9,0,省部级重点单位,无,中青年,59.94,69.77,61.89,95.3,29.67,82.83,85.26,82.28,77.97,9,23.92,98.68,89.04,0.03113,0
APP-0892,交叉学科,12,195,18,17,0,省部级重点单位,短期交流,中青年,82.26,78.21,62.73,64.39,67.64,74.02,100.0,53.77,88.67,10,59.26,55.17,55.61,0.02982,0
APP-0893,信息科学,15,128,25,29,3,普通高校/机构,无,资深,50.18,64.24,85.51,76.62,55.86,73.03,16.54,71.24,70.62,9,51.67,64.91,54.23,0.12119,0
APP-0894,生命科学,7,99,5,7,2,普通高校/机构,无,中青年,67.83,58.95,53.4,65.9,63.32,75.12,73.03,70.02,85.65,6,85.56,78.68,69.83,0.13675,0
APP-0895,管理科学,9,373,18,10,1,省部级重点单位,长期经历,中青年,57.15,75.98,75.48,83.06,60.42,55.65,60.33,57.16,78.74,9,82.2,26.5,57.62,0.21993,0
APP-0896,交叉学科,18,346,16,16,2,双一流/国家级平台,短期交流,中青年,60.86,63.09,82.24,83.7,81.37,64.1,54.87,80.45,69.83,4,72.83,82.63,83.08,0.87602,1
APP-0897,信息科学,7,169,12,1,0,普通高校/机构,无,青年,97.05,90.42,85.5,68.71,66.86,79.55,48.73,58.35,99.77,6,80.21,80.43,40.1,0.76215,1
APP-0898,生命科学,5,28,9,5,1,普通高校/机构,无,青年,52.88,70.95,100.0,63.71,82.17,55.0,32.17,50.64,78.59,5,48.7,51.86,78.67,0.10735,0
APP-0899,生命科学,11,422,17,15,2,普通高校/机构,无,中青年,61.35,50.77,58.37,63.4,86.55,65.03,28.94,45.69,87.24,2,61.2,22.54,84.54,0.12881,0
APP-0900,工程技术,9,123,10,6,0,省部级重点单位,无,青年,78.64,61.8,54.98,46.55,66.48,69.29,94.47,95.68,70.79,6,50.95,68.0,70.21,0.00835,0
APP-0901,工程技术,5,249,16,7,0,省部级重点单位,无,中青年,65.89,56.01,80.26,70.31,60.25,100.0,59.75,62.34,97.52,7,36.06,41.59,79.52,0.22463,0
APP-0902,信息科学,4,113,1,3,0,省部级重点单位,短期交流,青年,74.02,85.02,82.1,70.05,72.03,82.08,22.82,62.66,100.0,3,57.65,33.41,52.96,0.38476,0
APP-0903,生命科学,7,108,13,10,2,省部级重点单位,短期交流,中青年,90.58,80.83,56.14,58.39,75.12,87.17,35.41,54.54,66.98,4,54.34,68.67,49.87,0.56427,0
APP-0904,工程技术,4,34,5,2,0,双一流/国家级平台,无,青年,80.51,69.15,75.27,45.15,47.55,64.34,19.24,90.52,80.35,3,51.95,85.72,69.99,0.26007,0
APP-0905,交叉学科,11,937,16,16,0,双一流/国家级平台,无,中青年,65.91,74.06,100.0,71.68,69.78,78.34,73.82,49.3,95.28,7,54.82,58.06,51.72,0.18949,0
APP-0906,工程技术,7,263,10,6,0,普通高校/机构,短期交流,中青年,70.26,68.77,69.57,73.32,61.94,52.88,50.91,51.94,77.32,7,57.22,83.33,69.11,0.14769,0
APP-0907,工程技术,12,431,8,4,2,省部级重点单位,短期交流,青年,78.9,82.05,81.85,74.13,59.27,70.03,60.18,65.17,86.09,7,73.76,73.95,69.13,0.60723,1
APP-0908,生命科学,8,568,7,2,0,普通高校/机构,长期经历,青年,80.25,77.28,91.65,56.13,54.94,80.06,65.01,69.68,65.2,4,44.31,37.28,62.85,0.16505,0
APP-0909,信息科学,4,118,6,2,0,普通高校/机构,无,青年,72.27,79.8,100.0,74.16,55.99,56.99,68.96,79.88,74.12,6,30.41,52.03,68.8,0.05104,0
APP-0910,信息科学,15,723,24,31,4,双一流/国家级平台,短期交流,资深,76.69,67.31,71.69,66.68,86.09,78.72,42.06,59.87,85.05,6,69.56,81.43,74.79,0.1109,0
APP-0911,管理科学,7,114,11,7,0,省部级重点单位,无,青年,76.7,61.16,86.8,80.24,60.18,79.71,55.91,93.17,76.11,10,73.13,51.88,62.3,0.21524,1
APP-0912,交叉学科,10,339,15,10,0,双一流/国家级平台,无,中青年,70.8,79.31,56.17,56.33,84.3,66.77,55.48,59.97,78.39,7,63.16,76.74,55.89,0.10433,0
APP-0913,交叉学科,7,104,8,6,0,普通高校/机构,长期经历,青年,64.13,91.72,68.37,83.95,68.1,63.98,26.79,54.87,66.84,4,33.22,54.62,77.99,0.58751,1
APP-0914,交叉学科,7,112,13,4,0,省部级重点单位,无,青年,81.65,85.48,61.3,88.63,47.88,65.42,45.79,53.44,88.54,5,53.37,74.98,68.65,0.56613,0
APP-0915,交叉学科,8,185,13,6,0,省部级重点单位,无,中青年,75.79,92.14,39.72,70.51,69.05,69.84,43.94,58.39,68.6,2,61.7,69.72,71.67,0.06492,0
APP-0916,交叉学科,6,61,12,6,1,普通高校/机构,无,中青年,44.95,72.27,43.95,74.25,46.99,70.2,56.42,52.47,97.41,9,34.63,57.53,73.9,0.00686,0
APP-0917,生命科学,11,282,12,6,1,普通高校/机构,无,青年,61.26,56.42,74.45,79.19,75.71,80.12,77.77,81.26,75.17,9,40.71,74.47,66.53,0.03603,0
APP-0918,生命科学,8,142,17,17,4,省部级重点单位,无,资深,65.75,57.66,74.75,55.67,62.68,67.59,52.31,54.99,90.01,10,53.07,23.12,58.15,0.07915,0
APP-0919,信息科学,8,48,9,1,0,普通高校/机构,短期交流,青年,69.39,89.31,52.38,62.68,79.68,93.23,48.25,68.01,89.02,4,79.66,42.46,53.51,0.11495,0
APP-0920,工程技术,4,76,13,5,0,双一流/国家级平台,无,青年,87.65,43.93,91.36,71.39,88.94,93.14,71.41,54.56,72.15,5,60.5,53.65,62.5,0.14343,0
APP-0921,生命科学,6,110,16,12,3,普通高校/机构,无,中青年,100.0,91.07,51.35,95.35,38.23,76.83,53.29,52.38,76.24,6,44.55,83.11,72.19,0.38224,0
APP-0922,交叉学科,10,366,12,12,2,普通高校/机构,长期经历,中青年,40.04,58.97,71.86,53.45,58.62,69.86,49.55,86.6,77.43,8,51.97,35.97,72.98,0.06301,0
APP-0923,工程技术,9,231,17,17,0,省部级重点单位,无,中青年,75.96,96.93,61.77,90.29,46.65,67.6,80.32,94.04,78.1,5,42.67,61.38,66.45,0.06631,0
APP-0924,工程技术,11,584,12,6,3,普通高校/机构,长期经历,青年,72.9,69.01,69.6,66.49,100.0,77.8,45.54,89.04,69.02,5,47.76,67.71,69.99,0.90593,1
APP-0925,生命科学,13,370,22,20,4,双一流/国家级平台,无,资深,69.65,80.12,81.48,68.55,58.96,79.9,55.24,47.93,87.34,11,70.45,66.46,45.22,0.75357,1
APP-0926,信息科学,7,109,14,13,2,省部级重点单位,无,中青年,79.06,100.0,79.36,84.83,44.96,71.59,37.1,50.01,75.11,11,17.6,60.23,56.1,0.80686,1
APP-0927,生命科学,12,237,26,32,3,普通高校/机构,无,资深,73.95,65.38,78.62,95.28,100.0,69.28,75.22,99.68,80.86,3,82.3,50.83,75.41,0.46235,1
APP-0928,交叉学科,23,354,33,29,4,省部级重点单位,短期交流,资深,67.3,65.14,76.7,74.5,54.38,78.23,31.77,66.19,92.06,5,99.78,57.56,49.83,0.75385,1
APP-0929,工程技术,10,288,19,24,3,省部级重点单位,无,资深,72.38,60.27,48.91,84.14,40.05,74.83,48.56,49.38,87.72,3,59.25,79.55,66.4,0.14595,1
APP-0930,管理科学,7,162,13,15,0,省部级重点单位,长期经历,中青年,79.24,55.98,85.02,57.04,47.47,67.13,69.65,86.23,75.79,8,39.38,49.61,64.88,0.0182,0
APP-0931,信息科学,12,163,4,3,1,双一流/国家级平台,无,青年,78.0,65.38,52.1,62.12,68.29,75.36,32.68,71.01,92.41,7,79.26,23.13,62.06,0.16676,1
APP-0932,信息科学,4,103,6,6,0,省部级重点单位,短期交流,中青年,74.45,62.23,66.41,51.42,66.73,66.74,67.36,78.54,88.66,5,61.56,70.39,75.54,0.09596,0
APP-0933,信息科学,8,235,20,16,1,省部级重点单位,无,中青年,64.42,52.5,62.73,62.3,52.62,64.98,9.02,36.43,74.94,4,45.48,88.93,67.86,0.2452,0
APP-0934,管理科学,12,128,19,14,2,普通高校/机构,无,中青年,100.0,67.05,73.25,76.35,58.24,73.94,30.93,65.11,76.86,5,36.56,43.08,43.64,0.35303,1
APP-0935,管理科学,11,280,17,16,2,省部级重点单位,无,中青年,76.67,76.3,60.73,71.76,66.85,67.1,48.12,84.23,92.01,9,47.88,86.49,72.77,0.59,1
APP-0936,生命科学,6,49,11,6,1,双一流/国家级平台,无,青年,81.91,57.46,65.62,91.45,87.18,65.2,100.0,60.39,89.79,6,59.85,71.37,55.38,0.06805,0
APP-0937,交叉学科,16,652,28,31,2,省部级重点单位,无,资深,65.4,67.73,92.28,95.71,71.33,86.55,52.91,88.53,66.97,4,73.91,41.19,40.81,0.25421,0
APP-0938,生命科学,5,169,6,7,0,省部级重点单位,短期交流,青年,74.46,89.69,48.57,67.23,56.99,69.29,53.34,50.25,71.94,6,61.68,49.33,76.62,0.04382,0
APP-0939,交叉学科,12,709,28,22,2,普通高校/机构,无,资深,74.36,50.13,67.96,60.16,62.35,96.12,72.95,68.31,88.95,5,65.08,48.54,43.84,0.09293,1
APP-0940,生命科学,12,119,15,7,0,省部级重点单位,无,青年,47.14,97.04,51.29,84.08,78.32,81.52,28.27,94.67,70.26,11,49.33,65.04,57.97,0.29626,1
APP-0941,信息科学,13,552,11,6,1,双一流/国家级平台,无,青年,62.68,60.56,78.12,85.43,92.88,64.15,0.0,52.74,90.05,5,73.1,58.74,68.99,0.63265,0
APP-0942,交叉学科,12,452,22,27,4,普通高校/机构,无,资深,62.44,72.81,57.1,74.74,48.33,87.92,84.68,74.07,100.0,3,51.87,81.9,62.75,0.03343,0
APP-0943,生命科学,9,171,18,19,0,普通高校/机构,无,资深,64.19,87.91,68.58,78.17,83.83,65.4,62.09,78.78,85.73,3,92.76,77.29,53.39,0.52094,1
APP-0944,信息科学,6,108,8,8,2,省部级重点单位,短期交流,中青年,58.09,92.18,48.13,76.14,61.0,97.68,41.09,71.37,72.77,3,42.94,34.18,47.11,0.21743,1
