application_id,discipline,predicted_funding_probability,ai_recommendation,confidence,project_risk,fairness_audit_share,routing,routing_reason,true_label,true_funding_probability
APP-0737,生命科学,0.67479,建议资助,0.34958,61.13,0.04523,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.53805
APP-0738,信息科学,0.06356,建议不资助,0.87289,30.44,0.05612,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05057
APP-0739,信息科学,0.36902,建议不资助,0.26196,22.41,0.09451,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.3745
APP-0740,信息科学,0.12661,建议不资助,0.74678,45.83,0.03981,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12789
APP-0741,生命科学,0.02588,建议不资助,0.94824,82.23,0.05482,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.079
APP-0742,生命科学,0.16492,建议不资助,0.67017,39.38,0.07687,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03269
APP-0743,交叉学科,0.04033,建议不资助,0.91933,76.5,0.0471,regular_review,进入常规人工复核,0,0.00914
APP-0744,生命科学,0.12897,建议不资助,0.74206,50.52,0.05663,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08081
APP-0745,工程技术,0.15184,建议不资助,0.69632,48.83,0.06225,fast_track,高置信且解释风险较低，可进入快速复核,0,0.34251
APP-0746,工程技术,0.79351,建议资助,0.58702,56.7,0.06168,regular_review,进入常规人工复核,1,0.9461
APP-0747,信息科学,0.40534,建议不资助,0.18933,19.33,0.07575,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.22685
APP-0748,信息科学,0.11553,建议不资助,0.76895,83.39,0.03268,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.23983
APP-0749,管理科学,0.01664,建议不资助,0.96672,60.75,0.04432,regular_review,进入常规人工复核,0,0.02726
APP-0750,交叉学科,0.43127,建议不资助,0.13747,76.37,0.05572,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.40093
APP-0751,信息科学,0.35673,建议不资助,0.28653,44.84,0.05935,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.19985
APP-0752,信息科学,0.03692,建议不资助,0.92616,59.93,0.03099,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04855
APP-0753,信息科学,0.08771,建议不资助,0.82459,68.66,0.07646,regular_review,进入常规人工复核,0,0.05197
APP-0754,工程技术,0.21059,建议不资助,0.57882,48.19,0.04743,regular_review,进入常规人工复核,0,0.27703
APP-0755,管理科学,0.54589,建议资助,0.09177,32.54,0.10005,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.55716
APP-0756,信息科学,0.03719,建议不资助,0.92563,31.14,0.02626,fast_track,高置信且解释风险较低，可进入快速复核,0,0.01392
APP-0757,信息科学,0.18802,建议不资助,0.62396,41.54,0.10104,regular_review,进入常规人工复核,0,0.12446
APP-0758,交叉学科,0.08257,建议不资助,0.83486,54.54,0.05571,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02311
APP-0759,生命科学,0.13791,建议不资助,0.72417,46.74,0.05633,fast_track,高置信且解释风险较低，可进入快速复核,0,0.33806
APP-0760,工程技术,0.26578,建议不资助,0.46844,40.21,0.04975,regular_review,进入常规人工复核,0,0.5742
APP-0761,管理科学,0.10359,建议不资助,0.79282,63.56,0.06831,regular_review,进入常规人工复核,0,0.02444
APP-0762,生命科学,0.2561,建议不资助,0.4878,40.78,0.08247,regular_review,进入常规人工复核,0,0.04448
APP-0763,生命科学,0.06428,建议不资助,0.87144,51.16,0.05157,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0205
APP-0764,生命科学,0.62794,建议资助,0.25587,68.79,0.04745,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.72045
APP-0765,交叉学科,0.0432,建议不资助,0.91361,61.01,0.05078,regular_review,进入常规人工复核,0,0.0381
APP-0766,生命科学,0.64274,建议资助,0.28549,32.46,0.06257,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.87688
APP-0767,生命科学,0.45408,建议不资助,0.09183,23.38,0.03789,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.38348
APP-0768,生命科学,0.1554,建议不资助,0.6892,27.85,0.03357,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08482
APP-0769,生命科学,0.04556,建议不资助,0.90889,49.39,0.03332,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02079
APP-0770,工程技术,0.02957,建议不资助,0.94086,73.57,0.05487,regular_review,进入常规人工复核,0,0.00761
APP-0771,信息科学,0.04278,建议不资助,0.91444,78.95,0.04027,regular_review,进入常规人工复核,0,0.01244
APP-0772,工程技术,0.01412,建议不资助,0.97176,65.01,0.03489,regular_review,进入常规人工复核,0,0.00522
APP-0773,工程技术,0.1068,建议不资助,0.78639,88.26,0.02245,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.03268
APP-0774,交叉学科,0.17707,建议不资助,0.64586,54.03,0.10079,regular_review,进入常规人工复核,0,0.06727
APP-0775,生命科学,0.67188,建议资助,0.34376,72.18,0.06435,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.49753
APP-0776,交叉学科,0.52885,建议资助,0.05769,38.58,0.06442,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.43316
APP-0777,工程技术,0.1871,建议不资助,0.6258,18.88,0.06391,regular_review,进入常规人工复核,0,0.26765
APP-0778,生命科学,0.22215,建议不资助,0.55569,43.83,0.09581,regular_review,进入常规人工复核,0,0.068
APP-0779,管理科学,0.37311,建议不资助,0.25378,47.5,0.12747,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.25208
APP-0780,交叉学科,0.19986,建议不资助,0.60027,100.0,0.06467,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.20409
APP-0781,信息科学,0.28626,建议不资助,0.42747,49.99,0.07366,regular_review,进入常规人工复核,0,0.13944
APP-0782,交叉学科,0.40987,建议不资助,0.18026,29.64,0.05883,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.64933
APP-0783,信息科学,0.05236,建议不资助,0.89529,69.29,0.08542,regular_review,进入常规人工复核,0,0.03394
APP-0784,工程技术,0.13161,建议不资助,0.73678,34.81,0.02593,fast_track,高置信且解释风险较低，可进入快速复核,0,0.30291
APP-0785,交叉学科,0.02933,建议不资助,0.94133,52.87,0.05102,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04342
APP-0786,信息科学,0.16476,建议不资助,0.67047,67.55,0.07926,regular_review,进入常规人工复核,0,0.06495
APP-0787,管理科学,0.18317,建议不资助,0.63367,31.37,0.10022,regular_review,进入常规人工复核,0,0.085
APP-0788,信息科学,0.1091,建议不资助,0.7818,80.35,0.05258,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.05008
APP-0789,管理科学,0.09981,建议不资助,0.80037,72.54,0.07254,regular_review,进入常规人工复核,0,0.06751
APP-0790,工程技术,0.08366,建议不资助,0.83268,57.07,0.08043,fast_track,高置信且解释风险较低，可进入快速复核,1,0.27106
APP-0791,生命科学,0.03504,建议不资助,0.92991,85.03,0.06421,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.02749
APP-0792,信息科学,0.66674,建议资助,0.33348,51.18,0.03578,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.84282
APP-0793,信息科学,0.67399,建议资助,0.34798,65.88,0.03405,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.88642
APP-0794,生命科学,0.00651,建议不资助,0.98698,55.58,0.05572,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0069
APP-0795,生命科学,0.19558,建议不资助,0.60884,37.24,0.05932,regular_review,进入常规人工复核,0,0.25852
APP-0796,信息科学,0.03294,建议不资助,0.93412,37.84,0.06305,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03062
APP-0797,生命科学,0.02067,建议不资助,0.95866,90.62,0.02179,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.02831
APP-0798,生命科学,0.13949,建议不资助,0.72101,71.19,0.06979,regular_review,进入常规人工复核,0,0.13785
APP-0799,管理科学,0.24931,建议不资助,0.50138,80.96,0.04505,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.27783
APP-0800,管理科学,0.25815,建议不资助,0.48371,46.86,0.03977,regular_review,进入常规人工复核,0,0.37883
APP-0801,管理科学,0.09646,建议不资助,0.80707,64.16,0.07915,regular_review,进入常规人工复核,0,0.0964
APP-0802,信息科学,0.35522,建议不资助,0.28957,52.97,0.05879,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.24761
APP-0803,交叉学科,0.20717,建议不资助,0.58567,83.96,0.04715,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.04634
APP-0804,工程技术,0.03216,建议不资助,0.93568,74.26,0.0356,regular_review,进入常规人工复核,0,0.01144
APP-0805,生命科学,0.04406,建议不资助,0.91188,68.39,0.06211,regular_review,进入常规人工复核,0,0.03499
APP-0806,生命科学,0.19728,建议不资助,0.60544,66.36,0.08687,regular_review,进入常规人工复核,0,0.36561
APP-0807,管理科学,0.13461,建议不资助,0.73078,57.95,0.03733,fast_track,高置信且解释风险较低，可进入快速复核,0,0.07262
APP-0808,生命科学,0.17292,建议不资助,0.65416,59.74,0.05469,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12452
APP-0809,工程技术,0.01918,建议不资助,0.96163,80.83,0.04391,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.03395
APP-0810,交叉学科,0.10882,建议不资助,0.78236,59.33,0.14931,fast_track,高置信且解释风险较低，可进入快速复核,0,0.11657
APP-0811,生命科学,0.25531,建议不资助,0.48938,33.19,0.08559,regular_review,进入常规人工复核,0,0.10323
APP-0812,生命科学,0.05655,建议不资助,0.88691,75.1,0.0656,regular_review,进入常规人工复核,0,0.25041
APP-0813,交叉学科,0.17643,建议不资助,0.64715,52.74,0.06337,regular_review,进入常规人工复核,1,0.21166
APP-0814,工程技术,0.18529,建议不资助,0.62941,49.41,0.06861,regular_review,进入常规人工复核,0,0.46349
APP-0815,生命科学,0.11157,建议不资助,0.77685,46.62,0.06584,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03427
APP-0816,交叉学科,0.09646,建议不资助,0.80708,11.82,0.04583,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05702
APP-0817,交叉学科,0.03856,建议不资助,0.92288,53.51,0.08867,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02887
APP-0818,工程技术,0.08364,建议不资助,0.83272,93.46,0.03547,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.00414
APP-0819,工程技术,0.08987,建议不资助,0.82026,56.4,0.04414,fast_track,高置信且解释风险较低，可进入快速复核,0,0.07695
APP-0820,信息科学,0.11789,建议不资助,0.76421,99.36,0.05179,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.00871
APP-0821,生命科学,0.14715,建议不资助,0.7057,46.94,0.08707,fast_track,高置信且解释风险较低，可进入快速复核,0,0.1854
APP-0822,工程技术,0.22323,建议不资助,0.55353,54.43,0.06519,regular_review,进入常规人工复核,0,0.11668
APP-0823,信息科学,0.0308,建议不资助,0.93841,63.52,0.05441,regular_review,进入常规人工复核,0,0.04942
APP-0824,工程技术,0.07321,建议不资助,0.85358,51.21,0.08095,fast_track,高置信且解释风险较低，可进入快速复核,0,0.01633
APP-0825,交叉学科,0.0344,建议不资助,0.93119,57.4,0.05992,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06779
APP-0826,生命科学,0.21647,建议不资助,0.56706,80.21,0.07432,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.02239
APP-0827,工程技术,0.87277,建议资助,0.74555,42.66,0.05284,fast_track,高置信且解释风险较低，可进入快速复核,1,0.92494
APP-0828,信息科学,0.08552,建议不资助,0.82897,58.82,0.05692,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04836
APP-0829,交叉学科,0.01743,建议不资助,0.96514,62.31,0.05686,regular_review,进入常规人工复核,0,0.01377
APP-0830,信息科学,0.02452,建议不资助,0.95096,75.6,0.04927,regular_review,进入常规人工复核,0,0.0557
APP-0831,工程技术,0.5123,建议资助,0.0246,13.61,0.04951,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.73882
APP-0832,工程技术,0.32953,建议不资助,0.34093,37.22,0.05982,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.45659
APP-0833,信息科学,0.01098,建议不资助,0.97804,50.81,0.06026,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02524
APP-0834,工程技术,0.05823,建议不资助,0.88355,72.39,0.06115,regular_review,进入常规人工复核,0,0.01336
APP-0835,管理科学,0.20898,建议不资助,0.58204,40.39,0.05392,regular_review,进入常规人工复核,0,0.22639
APP-0836,工程技术,0.02942,建议不资助,0.94116,73.9,0.03649,regular_review,进入常规人工复核,0,0.17676
APP-0837,管理科学,0.16839,建议不资助,0.66323,96.83,0.0793,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.06468
APP-0838,交叉学科,0.0368,建议不资助,0.92641,50.21,0.0406,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02628
APP-0839,信息科学,0.1938,建议不资助,0.61241,45.44,0.03631,regular_review,进入常规人工复核,1,0.34167
APP-0840,工程技术,0.22897,建议不资助,0.54207,59.44,0.06188,regular_review,进入常规人工复核,1,0.07267
APP-0841,生命科学,0.2132,建议不资助,0.5736,53.6,0.08398,regular_review,进入常规人工复核,0,0.08378
APP-0842,管理科学,0.07655,建议不资助,0.8469,55.1,0.06488,fast_track,高置信且解释风险较低，可进入快速复核,0,0.25732
APP-0843,工程技术,0.16368,建议不资助,0.67265,46.38,0.02878,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06584
APP-0844,信息科学,0.51435,建议资助,0.02869,64.7,0.05854,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.25888
APP-0845,生命科学,0.33814,建议不资助,0.32371,29.91,0.06507,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.38611
APP-0846,交叉学科,0.10825,建议不资助,0.78349,62.27,0.08018,regular_review,进入常规人工复核,0,0.10064
APP-0847,信息科学,0.63839,建议资助,0.27679,29.2,0.07984,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.45408
APP-0848,管理科学,0.36227,建议不资助,0.27545,38.58,0.08561,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.09417
APP-0849,生命科学,0.42129,建议不资助,0.15741,26.04,0.06197,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.53401
APP-0850,交叉学科,0.2426,建议不资助,0.51479,43.48,0.06787,regular_review,进入常规人工复核,0,0.05838
APP-0851,生命科学,0.39505,建议不资助,0.2099,50.52,0.08518,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.35768
APP-0852,生命科学,0.42456,建议不资助,0.15088,43.52,0.08533,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.35858
APP-0853,交叉学科,0.14702,建议不资助,0.70597,44.67,0.10339,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04393
APP-0854,交叉学科,0.21513,建议不资助,0.56975,53.23,0.05741,regular_review,进入常规人工复核,0,0.10336
APP-0855,生命科学,0.42764,建议不资助,0.14472,18.61,0.06928,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.21888
APP-0856,工程技术,0.4015,建议不资助,0.197,36.28,0.03516,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.22991
APP-0857,管理科学,0.20962,建议不资助,0.58076,86.09,0.04784,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.59018
APP-0858,交叉学科,0.06596,建议不资助,0.86808,35.83,0.04617,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02922
APP-0859,信息科学,0.13822,建议不资助,0.72356,59.17,0.05405,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05638
APP-0860,工程技术,0.47825,建议不资助,0.04349,46.16,0.05061,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.29023
APP-0861,管理科学,0.6307,建议资助,0.2614,66.74,0.08548,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.14826
APP-0862,管理科学,0.06298,建议不资助,0.87404,34.05,0.05517,fast_track,高置信且解释风险较低，可进入快速复核,0,0.01488
APP-0863,管理科学,0.34038,建议不资助,0.31923,11.96,0.03625,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.55574
APP-0864,工程技术,0.32236,建议不资助,0.35529,41.18,0.08068,regular_review,进入常规人工复核,0,0.10564
APP-0865,生命科学,0.0268,建议不资助,0.9464,68.4,0.03861,regular_review,进入常规人工复核,0,0.00731
APP-0866,交叉学科,0.11595,建议不资助,0.76809,63.57,0.04829,regular_review,进入常规人工复核,1,0.11787
APP-0867,交叉学科,0.04519,建议不资助,0.90962,52.86,0.05758,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06517
APP-0868,管理科学,0.78539,建议资助,0.57078,43.73,0.06046,regular_review,进入常规人工复核,1,0.79748
APP-0869,生命科学,0.13491,建议不资助,0.73018,68.41,0.05152,regular_review,进入常规人工复核,0,0.12107
APP-0870,生命科学,0.24724,建议不资助,0.50553,35.56,0.04708,regular_review,进入常规人工复核,1,0.33437
APP-0871,管理科学,0.12023,建议不资助,0.75954,36.79,0.04488,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12084
APP-0872,生命科学,0.48726,建议不资助,0.02547,30.4,0.08242,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.24076
APP-0873,交叉学科,0.0361,建议不资助,0.9278,41.54,0.05644,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02662
APP-0874,信息科学,0.01735,建议不资助,0.9653,44.09,0.04507,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0465
APP-0875,管理科学,0.03255,建议不资助,0.9349,55.87,0.07166,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08872
APP-0876,交叉学科,0.89177,建议资助,0.78353,31.61,0.05391,fast_track,高置信且解释风险较低，可进入快速复核,1,0.96821
APP-0877,信息科学,0.24139,建议不资助,0.51722,40.79,0.09349,regular_review,进入常规人工复核,0,0.1735
APP-0878,信息科学,0.21754,建议不资助,0.56492,33.99,0.0707,regular_review,进入常规人工复核,0,0.42642
APP-0879,工程技术,0.03616,建议不资助,0.92768,70.06,0.05438,regular_review,进入常规人工复核,0,0.08317
APP-0880,工程技术,0.44415,建议不资助,0.11169,56.05,0.03458,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.38884
APP-0881,信息科学,0.29796,建议不资助,0.40408,29.41,0.072,regular_review,进入常规人工复核,0,0.29266
APP-0882,工程技术,0.68457,建议资助,0.36914,68.28,0.07274,regular_review,进入常规人工复核,1,0.75399
APP-0883,交叉学科,0.21248,建议不资助,0.57505,48.95,0.08711,regular_review,进入常规人工复核,0,0.12687
APP-0884,工程技术,0.07276,建议不资助,0.85449,65.86,0.06435,regular_review,进入常规人工复核,0,0.11924
APP-0885,生命科学,0.17196,建议不资助,0.65609,37.08,0.12259,fast_track,高置信且解释风险较低，可进入快速复核,0,0.27331
APP-0886,信息科学,0.16117,建议不资助,0.67766,61.81,0.04317,regular_review,进入常规人工复核,0,0.04423
APP-0887,信息科学,0.23681,建议不资助,0.52638,67.3,0.09423,regular_review,进入常规人工复核,1,0.4305
APP-0888,生命科学,0.0543,建议不资助,0.89139,51.38,0.06259,fast_track,高置信且解释风险较低，可进入快速复核,0,0.16608
APP-0889,生命科学,0.32885,建议不资助,0.3423,93.66,0.05683,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.20851
APP-0890,管理科学,0.68402,建议资助,0.36803,59.83,0.06319,regular_review,进入常规人工复核,1,0.71421
APP-0891,信息科学,0.09258,建议不资助,0.81484,85.26,0.03297,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.03113
APP-0892,交叉学科,0.2034,建议不资助,0.59319,100.0,0.06422,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.02982
APP-0893,信息科学,0.23727,建议不资助,0.52547,16.54,0.05951,regular_review,进入常规人工复核,0,0.12119
APP-0894,生命科学,0.26292,建议不资助,0.47416,73.03,0.0668,regular_review,进入常规人工复核,0,0.13675
APP-0895,管理科学,0.25623,建议不资助,0.48754,60.33,0.05338,regular_review,进入常规人工复核,0,0.21993
APP-0896,交叉学科,0.64431,建议资助,0.28862,54.87,0.08415,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.87602
APP-0897,信息科学,0.86401,建议资助,0.72801,48.73,0.04657,fast_track,高置信且解释风险较低，可进入快速复核,1,0.76215
APP-0898,生命科学,0.11853,建议不资助,0.76294,32.17,0.05959,fast_track,高置信且解释风险较低，可进入快速复核,0,0.10735
APP-0899,生命科学,0.14212,建议不资助,0.71577,28.94,0.06632,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12881
APP-0900,工程技术,0.04772,建议不资助,0.90455,94.47,0.04288,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.00835
APP-0901,工程技术,0.12225,建议不资助,0.75549,59.75,0.05083,fast_track,高置信且解释风险较低，可进入快速复核,0,0.22463
APP-0902,信息科学,0.26085,建议不资助,0.47829,22.82,0.04004,regular_review,进入常规人工复核,0,0.38476
APP-0903,生命科学,0.48666,建议不资助,0.02668,35.41,0.04961,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.56427
APP-0904,工程技术,0.09026,建议不资助,0.81948,19.24,0.06285,fast_track,高置信且解释风险较低，可进入快速复核,0,0.26007
APP-0905,交叉学科,0.2065,建议不资助,0.587,73.82,0.0841,regular_review,进入常规人工复核,0,0.18949
APP-0906,工程技术,0.28421,建议不资助,0.43159,50.91,0.11278,regular_review,进入常规人工复核,0,0.14769
APP-0907,工程技术,0.58066,建议资助,0.16131,60.18,0.05594,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.60723
APP-0908,生命科学,0.1887,建议不资助,0.6226,65.01,0.07261,regular_review,进入常规人工复核,0,0.16505
APP-0909,信息科学,0.06533,建议不资助,0.86934,68.96,0.06256,regular_review,进入常规人工复核,0,0.05104
APP-0910,信息科学,0.41756,建议不资助,0.16489,42.06,0.07702,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.1109
APP-0911,管理科学,0.3644,建议不资助,0.27121,55.91,0.05354,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.21524
APP-0912,交叉学科,0.26999,建议不资助,0.46003,55.48,0.1255,regular_review,进入常规人工复核,0,0.10433
APP-0913,交叉学科,0.25788,建议不资助,0.48424,26.79,0.06373,regular_review,进入常规人工复核,1,0.58751
APP-0914,交叉学科,0.28232,建议不资助,0.43536,45.79,0.04733,regular_review,进入常规人工复核,0,0.56613
APP-0915,交叉学科,0.10752,建议不资助,0.78496,43.94,0.03579,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06492
APP-0916,交叉学科,0.04524,建议不资助,0.90953,56.42,0.06278,fast_track,高置信且解释风险较低，可进入快速复核,0,0.00686
APP-0917,生命科学,0.11939,建议不资助,0.76122,77.77,0.05979,regular_review,进入常规人工复核,0,0.03603
APP-0918,生命科学,0.07195,建议不资助,0.85609,52.31,0.04232,fast_track,高置信且解释风险较低，可进入快速复核,0,0.07915
APP-0919,信息科学,0.17574,建议不资助,0.64851,48.25,0.07169,regular_review,进入常规人工复核,0,0.11495
APP-0920,工程技术,0.26549,建议不资助,0.46902,71.41,0.05839,regular_review,进入常规人工复核,0,0.14343
APP-0921,生命科学,0.60285,建议资助,0.2057,53.29,0.04952,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.38224
APP-0922,交叉学科,0.09356,建议不资助,0.81288,49.55,0.08818,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06301
APP-0923,工程技术,0.19472,建议不资助,0.61056,80.32,0.04399,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.06631
APP-0924,工程技术,0.49465,建议不资助,0.01069,45.54,0.09662,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.90593
APP-0925,生命科学,0.42763,建议不资助,0.14473,55.24,0.09482,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.75357
APP-0926,信息科学,0.31504,建议不资助,0.36991,37.1,0.03505,regular_review,进入常规人工复核,1,0.80686
APP-0927,生命科学,0.53051,建议资助,0.06103,75.22,0.03818,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.46235
APP-0928,交叉学科,0.45176,建议不资助,0.09647,31.77,0.02671,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.75385
APP-0929,工程技术,0.17177,建议不资助,0.65645,48.56,0.04141,fast_track,高置信且解释风险较低，可进入快速复核,1,0.14595
APP-0930,管理科学,0.05916,建议不资助,0.88167,69.65,0.0557,regular_review,进入常规人工复核,0,0.0182
APP-0931,信息科学,0.24048,建议不资助,0.51904,32.68,0.09997,regular_review,进入常规人工复核,1,0.16676
APP-0932,信息科学,0.07184,建议不资助,0.85632,67.36,0.05856,regular_review,进入常规人工复核,0,0.09596
APP-0933,信息科学,0.15956,建议不资助,0.68088,9.02,0.0489,fast_track,高置信且解释风险较低，可进入快速复核,0,0.2452
APP-0934,管理科学,0.60314,建议资助,0.20628,30.93,0.05976,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.35303
APP-0935,管理科学,0.57999,建议资助,0.15997,48.12,0.06798,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.59
APP-0936,生命科学,0.14615,建议不资助,0.70769,100.0,0.0868,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.06805
APP-0937,交叉学科,0.41709,建议不资助,0.16582,52.91,0.02815,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.25421
APP-0938,生命科学,0.20929,建议不资助,0.58142,53.34,0.05625,regular_review,进入常规人工复核,0,0.04382
APP-0939,交叉学科,0.09942,建议不资助,0.80115,72.95,0.07327,regular_review,进入常规人工复核,1,0.09293
APP-0940,生命科学,0.56723,建议资助,0.13445,28.27,0.03343,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.29626
APP-0941,信息科学,0.40854,建议不资助,0.18292,0.0,0.06955,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.63265
APP-0942,交叉学科,0.08024,建议不资助,0.83952,84.68,0.05515,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.03343
APP-0943,生命科学,0.54056,建议资助,0.08112,62.09,0.04695,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.52094
APP-0944,信息科学,0.29267,建议不资助,0.41467,41.09,0.04717,regular_review,进入常规人工复核,1,0.21743
APP-0945,信息科学,0.24969,建议不资助,0.50062,51.15,0.03983,regular_review,进入常规人工复核,0,0.20689
APP-0946,信息科学,0.11177,建议不资助,0.77646,77.64,0.02965,regular_review,进入常规人工复核,0,0.18997
APP-0947,管理科学,0.3699,建议不资助,0.2602,47.41,0.07775,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.46137
